,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,service_charges_r12m,marketing_costs_r12m,real_estate_taxes_r12m,maintenance_works_r12m
2047,33,6802,816.7349984454347,120.0,2043.0,10415.91,420102.18,360.3,14531.84,114575,4621124,318,Westfield Mokotow,Poland,5.0,65330.2,store_841,08/02/2016,2099-01-01 00:00:00,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",218995.0,926000.0,26.2,56320.0,0.0,12005.0,21867.5
2051,18,11214,701.2643706216895,600.0,9256.0,62722.75,281548.75,3258.32,14625.91,250891,1126195,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_436,10/10/2019,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,515096.66,171418.0,3644.0,-588.0,0.0,22456.5,121427.0
2053,10,4681,501.71111970106944,180.0,1272.0,4065.62,540904.0,144.41,19212.44,52853,7031752,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_298,11/10/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,33910119.0,411050.0,125.0,13864.0,6278.0,12216.0,3841.0
2055,18,11195,301.63476725819936,180.0,9435.0,15827.25,464042.25,822.19,24106.09,63309,1856169,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_180,17/03/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,996564.0,74472.0,357.0,1609.0,0.0,22456.5,261450.0
2056,25,6173,573.2378172617,120.0,11441.0,41122.0,730789.63,1544.49,27447.5,328976,5846317,213,Westfield Parquesur,Spain,61.0,91858.1,store_3809,31/08/2014,12/08/2024,Bags & Footwear & Accessories,Footwear,Women footwear,455649.0,107734.0,0.0,12365.0,18611.0,3327.0,33275.5
2057,24,2325,328.0538312088329,180.0,11066.0,3469.08,473718.15,123.22,16826.05,45098,6158336,366,Westfield Glòries,Spain,62.0,35087.8,store_294,10/12/2021,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Men underwear,366044.0,93330.0,55.64,55274.0,0.0,33441.0,24238.0
2058,10,4594,425.1406703989795,240.0,1473.0,3288.15,747654.69,116.79,26556.04,42746,9719511,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_793,15/12/2023,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand Luxury,2182761.0,31745.0,74.5,10171.0,0.0,12870.0,3841.0
2059,12,2820,347.81976744186045,180.0,4625.0,2781.77,532625.46,99.35,19022.34,36163,6924131,364,Westfield Forum Des Halles,France,19.0,74438.4,store_1939,30/04/2016,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,513341.0,300000.0,129.1,17371.0,8825.0,9285.0,5897.0
2060,19,7198,434.40719485368106,300.0,613.0,18763.45,373699.55,704.43,14029.68,206398,4110695,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_5,10/12/2020,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,104074.28,276000.0,483.84,16873.0,8497.0,345130.0,1693.0
2061,15,609,1336.3875301160838,600.0,5622.0,8308.62,286968.08,295.92,10220.78,108012,3730585,365,Westfield Parly 2,France,12.0,108792.5,store_2124,23/01/2023,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,6427579.0,33915.0,213.0,17371.0,0.0,11600.0,6372.0
2062,18,11255,488.8811266510188,360.0,9251.0,61131.0,832417.5,3175.64,43242.47,244524,3329670,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_14,19/06/2019,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,43418019.0,118935.0,383.0,57289.0,7140.0,22456.5,96576.0
2064,32,10978,588.50662266973,300.0,12200.0,40179.17,1472512.5,1516.19,55566.51,241075,8835075,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_133,29/06/2015,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2430931.0,167640.0,168.18,21218.0,8802.0,16512.0,8741.5
2065,33,6748,555.6430499668925,360.0,2242.0,67830.2,614686.9,2713.21,24587.48,678302,6146869,250,Westfield Mokotow,Poland,5.0,65330.2,store_726,28/06/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,95459.0,485697.0,759.64,874.0,0.0,12005.0,21867.5
2066,33,6748,555.6430499668925,360.0,2018.0,67830.2,614686.9,2713.21,24587.48,678302,6146869,250,Westfield Mokotow,Poland,5.0,65330.2,store_726,21/04/2014,20/04/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,23645552.12,627744.0,0.0,20312.5,0.0,4638.0,21867.5
2075,36,1131,3114.2902377391574,2100.0,7125.0,173827.5,621987.25,7168.14,25648.96,695310,2487949,97,Westfield CentrO,Germany,35.0,139180.0,store_2545,12/09/1996,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,12151496.0,24897.0,370.0,22411.0,0.0,10222.0,646.0
2076,33,6947,482.0297096556381,180.0,1945.0,2181.0,294527.55,75.44,10188.06,23991,3239803,318,Westfield Mokotow,Poland,5.0,65330.2,store_1006,22/10/2007,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,20169629.0,2294896.0,137.9,4271.0,0.0,65508.0,462.0
2078,10,4515,615.5846774193549,300.0,1417.0,1534.54,319218.92,54.51,11338.38,19949,4149846,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_767,18/05/2022,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1472234.91,4668.0,83.4,19875.0,0.0,10276.0,951.0
2081,10,4657,319.23586744639374,120.0,1412.0,2606.23,541663.77,92.57,19239.42,33881,7041629,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_764,18/03/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,679542.0,205459.0,87.9,26845.0,0.0,10276.0,3841.0
2082,10,4521,370.2497116102328,180.0,1281.0,7697.5,352018.88,267.74,12244.13,61580,2816151,230,Westfield Chodov,Czech Republic,4.0,91831.5,store_700,11/10/2017,29/08/2024,Fashion apparel,Family Fashion,Family Fashion,263482.0,655203.0,0.0,19114.0,50901.0,10276.0,3841.0
2083,10,4521,370.2497116102328,180.0,1281.0,6776.5,386506.0,315.19,17977.02,13553,773012,43,Westfield Chodov,Czech Republic,4.0,91831.5,store_700,11/10/2017,29/08/2024,Fashion apparel,Family Fashion,Family Fashion,263482.0,655203.0,0.0,19114.0,50901.0,10276.0,3841.0
2084,17,4276,624.2784745164705,360.0,5669.0,10415.69,1015296.08,369.96,36062.43,135404,13198849,366,Westfield Rosny 2,France,15.0,98221.7,store_1355,14/12/2000,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,432013.0,218625.0,123.0,59068.0,4657.0,23560.0,2278.0
2085,33,6779,687.6841640935156,120.0,2237.0,1100.67,406792.33,38.1,14081.27,9906,3661131,260,Westfield Mokotow,Poland,5.0,65330.2,store_350,24/04/2024,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,137143.31,196268.0,248.6,55721.0,0.0,22288.0,21867.5
2086,33,6779,687.6841640935156,120.0,2237.0,1610.0,306696.0,83.28,15863.59,4830,920088,58,Westfield Mokotow,Poland,5.0,65330.2,store_350,24/04/2024,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,137143.31,196268.0,248.6,55721.0,0.0,22288.0,21867.5
2087,33,6779,687.6841640935156,120.0,1986.0,1100.67,406792.33,38.1,14081.27,9906,3661131,260,Westfield Mokotow,Poland,5.0,65330.2,store_350,03/11/2012,23/04/2024,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,8690967.0,81197.0,0.0,4237.0,4281.0,12005.0,21867.5
2088,33,6779,687.6841640935156,120.0,1986.0,1610.0,306696.0,83.28,15863.59,4830,920088,58,Westfield Mokotow,Poland,5.0,65330.2,store_350,03/11/2012,23/04/2024,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,8690967.0,81197.0,0.0,4237.0,4281.0,12005.0,21867.5
2090,16,1743,2518.7817277485847,1260.0,5271.0,135672.77,1094822.46,4818.98,38887.14,1763746,14232692,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_468,18/05/2019,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,2224236.0,629393.0,1432.0,29244.0,0.0,5980.0,6289.0
2093,19,7059,541.0552840406832,240.0,447.0,16936.55,437023.73,635.84,16407.03,186302,4807261,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_65,01/05/2013,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,11051.0,2375599.0,0.0,16873.0,0.0,4548.0,293.0
2095,36,1233,342.44821288807725,240.0,7205.0,47093.0,1016269.5,1962.21,42344.56,188372,4065078,96,Westfield CentrO,Germany,35.0,139180.0,store_189,16/11/2018,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,61630.0,28868.0,335.0,76500.0,34333.0,11787.0,5966.0
2098,28,5715,319.9831182925359,180.0,9817.0,4734.23,437049.15,168.16,15523.6,61545,5681639,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3523,12/11/2015,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,4131022.0,359385.0,107.0,61886.0,79.0,11717.0,19952.0
2099,30,7408,395.5045558086561,180.0,1875.0,7930.45,499787.73,297.73,18763.36,87235,5497665,293,Westfield Arkadia,Poland,6.0,77325.5,store_940,08/07/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,894527.0,73314.0,119.0,22844.0,4684.0,388840.0,4137.0
2100,36,1102,902.6714148144796,360.0,7114.0,81051.75,641746.25,3342.34,26463.76,324207,2566985,97,Westfield CentrO,Germany,35.0,139180.0,store_67,04/10/2013,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1344864.0,84467.0,1127.0,9176.0,0.0,283.0,112.0
2105,28,5839,3143.686832740213,2580.0,9848.0,5250.33,721388.17,208.62,28664.43,31502,4328329,151,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3602,12/11/2015,11/06/2024,Food & Beverage Services,Fast Meal,Local Kitchen,318887.0,119232.0,0.0,8094.0,10117.0,266034.0,19952.0
2106,24,2332,224.47842159043097,120.0,11059.0,18800.31,301005.15,667.77,10691.44,244404,3913067,366,Westfield Glòries,Spain,62.0,35087.8,store_3815,21/05/2021,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,460639.53,6071610.0,181.67,36324.0,8955.0,6742.0,4244.0
2108,14,5095,799.1371106856482,300.0,4736.0,30446.77,865842.85,1081.44,30753.98,395808,11255957,366,Westfield La Part Dieu,France,17.0,141267.4,store_1390,14/10/1994,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,243609.0,50289.0,299.0,2331.0,0.0,3958.0,3610.0
2110,33,6885,1676.3138629990751,1140.0,2207.0,112282.09,444996.0,3883.97,15392.94,1235103,4894956,318,Westfield Mokotow,Poland,5.0,65330.2,store_63,11/05/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,765278.0,41003.0,4012.09,29728.0,5698.0,5351.0,94461.0
2112,13,7564,361.6016787080323,180.0,101.0,13199.1,290787.5,483.48,10651.56,131991,2907875,273,Westfield Donau Zentrum,Austria,0.0,108440.8,store_96,13/06/2013,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1687367.53,644636.0,440.15,16873.0,4315.0,93093.0,538.0
2113,12,2935,774.7560194085873,180.0,4729.0,10291.82,579008.27,376.11,21159.77,113210,6369091,301,Westfield Forum Des Halles,France,19.0,74438.4,store_1959,15/03/2024,2099-01-01 00:00:00,Gifts,Toys,Toys,1823511.35,85112.0,51.0,290.0,6457.0,72700.0,3221.0
2114,13,7570,1206.8213820078226,240.0,297.0,1009.2,337238.9,36.7,12263.23,10092,3372389,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_259,01/07/2022,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,170635.81,3384926.0,123.0,14617.0,8942.0,13029.0,2351.0
2116,7,78,1024.270779495893,600.0,5911.0,92638.44,737615.11,3334.98,26554.14,833746,6638536,250,Westfield Vélizy 2,France,14.0,104280.1,store_21,07/05/2002,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,36085.0,186995.0,2482.0,25199.0,0.0,10991.0,1762.0
2117,25,6317,512.9612075448414,300.0,11531.0,40976.0,1305380.23,1455.43,46365.96,532688,16969943,366,Westfield Parquesur,Spain,61.0,91858.1,store_468,22/06/2021,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,3363238.0,193193.0,253.76,18445.5,0.0,22798.0,2757.0
2118,24,2264,1015.0335814915718,600.0,10958.0,58318.85,962593.23,2071.43,34190.47,758145,12513712,366,Westfield Glòries,Spain,62.0,35087.8,store_32,28/11/2013,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,2847570.0,108885.0,468.92,9290.0,0.0,19359.0,8032.5
2119,10,4495,1286.83694319575,600.0,1148.0,946.0,95583.46,33.6,3395.04,12298,1242585,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_507,27/05/2011,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,1495749.0,284267.0,83.5,30733.0,0.0,10276.0,3841.0
2120,15,547,631.3830294931755,180.0,5396.0,11904.0,268450.57,416.64,9395.77,83328,1879154,200,Westfield Parly 2,France,12.0,108792.5,store_612,01/02/1997,2099-01-01 00:00:00,Services,Clothing-related services,Dry cleaning,271556.0,175064.0,101.0,7000.0,3862.0,11600.0,6372.0
2121,15,547,631.3830294931755,180.0,5634.0,11904.0,268450.57,416.64,9395.77,83328,1879154,200,Westfield Parly 2,France,12.0,108792.5,store_2128,13/10/2023,30/07/2024,Gifts,Themed Gift,Themed gift,608149.0,89703.0,0.0,16129.0,0.0,11600.0,6372.0
2124,18,11306,3666.2573591253154,3120.0,9430.0,2236.75,192856.0,116.19,10018.49,8947,771424,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3336,02/02/2022,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,8731551.0,119726.0,570.0,20531.5,55238.0,22456.5,36945.0
2125,18,11111,372.9636212373317,240.0,9369.0,20527.5,442763.5,1066.36,23000.7,82110,1771054,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3297,09/12/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,708771.0,110556.0,1035.0,20531.5,0.0,56187.0,36945.0
2128,26,6545,2834.7740908534347,2940.0,11175.0,8976.0,311263.77,318.82,11055.82,116688,4046429,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3908,27/10/2014,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,2654668.0,38100.0,268.28,18445.5,0.0,121937.0,174971.0
2129,28,5681,323.33825663011226,180.0,9996.0,12341.69,384318.23,438.37,13650.65,160442,4996137,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_2276,31/01/2022,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,231569.0,88316.0,135.0,27228.0,3238.0,11004.0,2598.0
2133,7,4911,791.204667444574,360.0,6041.0,6564.86,475069.14,251.11,18172.04,45954,3325484,183,Westfield Vélizy 2,France,14.0,104280.1,store_1431,15/10/2020,05/11/2024,Food & Beverage Services,Fast Meal,American & Burgers,683885.0,30585.0,102.0,59076.0,3907.0,24977.0,3742.0
2134,10,4624,645.1758788955304,480.0,1443.0,13300.77,662351.23,472.43,23526.14,172910,8610566,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_593,24/11/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,1148875.0,3446927.0,410.6,19114.0,20947.0,2386.0,1443.0
2136,17,4440,994.8767336395792,660.0,5796.0,70463.15,1529052.23,2502.79,54310.6,916021,19877679,366,Westfield Rosny 2,France,15.0,98221.7,store_1421,17/08/2019,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,96831.0,446525.0,378.0,18006.0,0.0,20478.5,2278.0
2137,36,1205,267.06490151759766,120.0,7119.0,6525.75,577411.25,269.1,23810.77,26103,2309645,97,Westfield CentrO,Germany,35.0,139180.0,store_660,12/09/1996,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1388249.56,99654.0,195.0,5678.0,171.0,10222.0,5966.0
2138,10,4602,474.9632905793897,180.0,1400.0,1841.38,747780.23,65.4,26560.5,23938,9721143,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_432,05/11/2021,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,422583.0,2093924.0,92.2,34049.0,0.0,10276.0,65166.0
2140,23,5999,495.2904846645033,240.0,10186.0,7487.14,200421.71,268.77,7194.63,52410,1402952,195,Westfield Täby Centrum,Sweden,57.0,68248.0,store_105,28/03/2018,25/07/2024,Fashion apparel,Women's Fashion,Women's Fashion,2352282.98,1065698.0,0.0,9187.0,10966.0,9972.0,3310.0
2141,33,6766,328.6222904277767,120.0,2195.0,4410.09,220160.09,152.55,7615.6,48511,2421761,318,Westfield Mokotow,Poland,5.0,65330.2,store_165,03/01/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,605179.46,78556.0,140.0,497.0,8219.0,12005.0,503.0
2142,33,6901,299.0086485850444,120.0,2064.0,15337.91,226199.0,530.56,7824.49,168717,2488189,318,Westfield Mokotow,Poland,5.0,65330.2,store_840,19/09/2016,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,177419.45,84825.0,138.38,12621.0,7769.0,12005.0,21867.5
2144,24,2319,519.5724410363657,300.0,11046.0,4072.46,300279.69,144.65,10665.67,52942,3903636,366,Westfield Glòries,Spain,62.0,35087.8,store_3896,31/05/2019,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,391041.0,1131863.0,149.03,1370.0,0.0,13474.0,70237.0
2145,19,7181,376.4193100646603,240.0,491.0,8264.73,289669.0,310.28,10874.95,90912,3186359,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_136,01/04/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,233797.0,320382.0,420.0,14195.0,5847.0,20375.0,1693.0
2146,7,4867,312.12763479678586,180.0,5973.0,4754.56,464655.89,170.48,16660.97,42791,4181903,251,Westfield Vélizy 2,France,14.0,104280.1,store_1589,27/08/2016,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1022225.0,466948.0,112.0,5568.0,0.0,9907.0,94203.0
2148,23,6047,320.9857024349778,240.0,10270.0,8016.23,698953.77,284.73,24826.23,104211,9086399,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_262,07/10/2021,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,1519681.0,133519.0,618.0,98308.0,9604.0,9972.0,3310.0
2150,10,4643,1204.0780487804875,360.0,1486.0,950.71,835494.43,33.44,29389.25,6655,5848461,199,Westfield Chodov,Czech Republic,4.0,91831.5,store_798,01/08/2024,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,223204.79,74025.0,75.1,13475.0,0.0,3146.0,3841.0
2151,10,4643,1204.0780487804875,360.0,1486.0,1885.83,941651.83,68.58,34241.88,11315,5649911,165,Westfield Chodov,Czech Republic,4.0,91831.5,store_798,01/08/2024,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,223204.79,74025.0,75.1,13475.0,0.0,3146.0,3841.0
2154,16,1847,2495.378993012819,2220.0,5321.0,18219.0,386163.77,647.12,13716.2,236847,5020129,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_2003,01/06/2021,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Crepes,4387.0,629006.0,241.0,19979.0,7395.0,2171.0,6289.0
2156,17,4393,483.3550223668158,180.0,5750.0,3129.11,750488.22,110.87,26592.1,28162,6754394,254,Westfield Rosny 2,France,15.0,98221.7,store_50,30/01/2016,22/09/2024,Jewellery,Jewellery & Watches,Watches,1047179.09,73669.0,62.0,6412.0,3264.0,20478.5,269.0
2159,30,7350,904.9645273057253,420.0,1816.0,4306.55,649887.82,161.68,24398.52,47372,7148766,293,Westfield Arkadia,Poland,6.0,77325.5,store_876,04/11/2020,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1148932.0,79308.0,97.93,8485.0,0.0,13818.0,4137.0
2161,10,4613,633.5218683453069,240.0,1264.0,43361.62,888691.46,1540.17,31565.54,563701,11552989,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_487,10/10/2017,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,7379320.0,203267.0,526.7,66605.0,3654.0,11405.0,3841.0
2162,10,4719,1533.906909635013,1200.0,1304.0,18617.46,372170.92,661.28,13219.19,242027,4838222,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_710,11/10/2017,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Italian - Fast Meal,840962.0,203634.0,125.2,19114.0,2310.0,1721.0,441103.0
2163,32,11674,304.95697074010326,120.0,12358.0,10656.83,1472486.0,402.14,55565.51,63941,8834916,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_229,08/04/2022,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1359261.0,27889.0,82.0,16030.0,71503.0,6959.5,28801.0
2165,14,5125,494.53825827337306,180.0,4809.0,15850.83,809956.08,537.32,27456.14,190210,9719473,354,Westfield La Part Dieu,France,17.0,141267.4,store_1480,01/03/2006,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,5397239.0,667183.0,231.0,1768.0,0.0,12933.0,1324.0
2168,10,4556,558.6347765363129,240.0,1239.0,1901.69,427293.77,67.55,15177.1,24722,5554819,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_163,10/10/2017,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,36526694.0,15594.0,55.7,5586.0,0.0,10276.0,3841.0
